,loss,val_loss,lr
0,3451.783203125,1891.721923828125,0.009999999776482582
1,1813.4583740234375,1543.812255859375,0.009999999776482582
2,1575.153076171875,1394.696533203125,0.009999999776482582
3,1465.165283203125,1343.534912109375,0.009999999776482582
4,1393.742919921875,1214.185302734375,0.009999999776482582
5,1349.0552978515625,1144.1815185546875,0.009999999776482582
6,1289.3455810546875,1120.746826171875,0.009999999776482582
7,1253.19384765625,1098.68701171875,0.009999999776482582
8,1217.61962890625,1075.7725830078125,0.009999999776482582
9,1191.4378662109375,1064.2584228515625,0.009999999776482582
10,1165.270263671875,1068.02099609375,0.009999999776482582
11,1142.2264404296875,991.8221435546875,0.009999999776482582
12,1119.3338623046875,963.4724731445312,0.009999999776482582
13,1104.432861328125,964.8303833007812,0.009999999776482582
14,1075.8568115234375,930.3831176757812,0.009999999776482582
15,1059.3311767578125,898.1864624023438,0.009999999776482582
16,1039.35205078125,915.3814086914062,0.009999999776482582
17,1026.3365478515625,873.57666015625,0.009999999776482582
18,1003.3805541992188,866.5999145507812,0.009999999776482582
19,975.2462158203125,819.2838745117188,0.009999999776482582
20,963.4567260742188,865.3810424804688,0.009999999776482582
21,939.167724609375,832.335205078125,0.009999999776482582
22,910.2642822265625,810.2849731445312,0.009999999776482582
23,894.9088134765625,815.15087890625,0.009999999776482582
24,877.0330200195312,758.5413818359375,0.009999999776482582
25,865.75537109375,784.255126953125,0.009999999776482582
26,847.5623779296875,714.5110473632812,0.009999999776482582
27,821.63818359375,762.6795043945312,0.009999999776482582
28,822.3015747070312,681.874755859375,0.009999999776482582
29,809.3563842773438,661.9164428710938,0.009999999776482582
30,797.6096801757812,725.3463745117188,0.009999999776482582
31,774.5407104492188,684.703369140625,0.009999999776482582
32,766.5974731445312,761.1265258789062,0.009999999776482582
33,762.067138671875,733.0739135742188,0.009999999776482582
34,741.78564453125,628.1674194335938,0.009999999776482582
35,735.7825927734375,577.4598999023438,0.009999999776482582
36,702.6664428710938,589.8198852539062,0.009999999776482582
37,701.4163818359375,589.0655517578125,0.009999999776482582
38,681.5623168945312,541.8858642578125,0.009999999776482582
39,688.3533325195312,588.2981567382812,0.009999999776482582
40,651.606689453125,625.4296875,0.009999999776482582
41,663.8660278320312,520.7915649414062,0.009999999776482582
42,640.808349609375,475.9891052246094,0.009999999776482582
43,603.42529296875,515.5765991210938,0.009999999776482582
44,613.6961059570312,454.7134094238281,0.009999999776482582
45,602.2421875,480.23345947265625,0.009999999776482582
46,581.94580078125,557.6145629882812,0.009999999776482582
47,560.26513671875,536.99560546875,0.009999999776482582
48,541.712890625,706.4808349609375,0.009999999776482582
49,570.3517456054688,468.8539733886719,0.009999999776482582
50,460.5249938964844,347.0031433105469,0.001999999862164259
51,444.82177734375,343.5403747558594,0.001999999862164259
52,440.6849670410156,343.9013671875,0.001999999862164259
53,436.2142333984375,333.232177734375,0.001999999862164259
54,428.72039794921875,333.19378662109375,0.001999999862164259
55,427.7257995605469,329.528076171875,0.001999999862164259
56,421.1622619628906,333.1050109863281,0.001999999862164259
57,420.4775085449219,334.90283203125,0.001999999862164259
58,415.7965393066406,317.6304931640625,0.001999999862164259
59,410.864990234375,323.12677001953125,0.001999999862164259
60,408.87457275390625,321.53314208984375,0.001999999862164259
61,409.25408935546875,321.9620361328125,0.001999999862164259
62,400.3041687011719,306.80523681640625,0.001999999862164259
63,397.4850769042969,313.2684326171875,0.001999999862164259
64,397.17181396484375,310.68896484375,0.001999999862164259
65,391.71563720703125,319.1713562011719,0.001999999862164259
66,392.0666809082031,301.60504150390625,0.001999999862164259
67,394.0158996582031,306.9723815917969,0.001999999862164259
68,385.3154296875,301.4136047363281,0.001999999862164259
69,384.5716247558594,308.4981689453125,0.001999999862164259
70,385.4833679199219,316.25274658203125,0.001999999862164259
71,380.7021484375,294.27740478515625,0.001999999862164259
72,379.5899963378906,309.1851806640625,0.001999999862164259
73,378.8525390625,324.3221435546875,0.001999999862164259
74,374.9552307128906,291.10736083984375,0.001999999862164259
75,374.1607360839844,298.62615966796875,0.001999999862164259
76,372.00787353515625,296.0782775878906,0.001999999862164259
77,369.0587158203125,291.67498779296875,0.001999999862164259
78,371.2928771972656,295.6175842285156,0.001999999862164259
79,368.52203369140625,285.1375427246094,0.001999999862164259
80,364.636474609375,292.12481689453125,0.001999999862164259
81,365.3919982910156,300.64837646484375,0.001999999862164259
82,360.9818420410156,285.2228088378906,0.001999999862164259
83,361.6000671386719,289.3842468261719,0.001999999862164259
84,364.00885009765625,341.42828369140625,0.001999999862164259
85,351.8036804199219,278.6008605957031,0.0010000000474974513
86,347.09808349609375,278.396728515625,0.0010000000474974513
87,347.0708923339844,276.3996887207031,0.0010000000474974513
88,347.62689208984375,275.56280517578125,0.0010000000474974513
89,346.80670166015625,280.8876647949219,0.0010000000474974513
90,346.3067321777344,277.13189697265625,0.0010000000474974513
91,344.8538818359375,273.2986755371094,0.0010000000474974513
92,342.59423828125,272.43023681640625,0.0010000000474974513
93,343.3683776855469,272.2228088378906,0.0010000000474974513
94,342.616455078125,276.7115173339844,0.0010000000474974513
95,340.62158203125,271.9672546386719,0.0010000000474974513
96,341.126953125,274.5784606933594,0.0010000000474974513
97,338.2071838378906,275.06597900390625,0.0010000000474974513
98,338.4236145019531,272.60369873046875,0.0010000000474974513
99,340.0943298339844,272.661376953125,0.0010000000474974513
